,y,x,osmid,highway,ref,route_ref,geometry
148993093,1.3997956,103.8132934,148993093,,,,POINT (103.8132934 1.3997956)
158103098,1.3389257,103.9753414,158103098,,,,POINT (103.9753414 1.3389257)
158103156,1.3382561,103.9772506,158103156,,,,POINT (103.9772506 1.3382561)
158103175,1.3377152,103.9785463,158103175,,,,POINT (103.9785463 1.3377152)
158103192,1.3376541,103.9791138,158103192,,,,POINT (103.9791138 1.3376541)
158103228,1.3378213,103.9797148,158103228,,,,POINT (103.9797148 1.3378213)
158103246,1.3379847,103.9799902,158103246,,,,POINT (103.9799902 1.3379847)
158103274,1.3382014,103.9802138,158103274,,,,POINT (103.9802138 1.3382014)
158103296,1.3384235,103.9803817,158103296,,,,POINT (103.9803817 1.3384235)
158103325,1.3389178,103.9806891,158103325,,,,POINT (103.9806891 1.3389178)
158103565,1.3380381,103.9771271,158103565,,,,POINT (103.9771271 1.3380381)
172549227,1.3130881,103.8820975,172549227,traffic_signals,,,POINT (103.8820975 1.3130881)
172549250,1.31297,103.8814917,172549250,,,,POINT (103.8814917 1.31297)
172549268,1.3129145,103.881207,172549268,,,,POINT (103.881207 1.3129145)
172549395,1.3128031,103.8805789,172549395,,,,POINT (103.8805789 1.3128031)
172549445,1.3127014,103.8797929,172549445,,,,POINT (103.8797929 1.3127014)
172549468,1.3126304,103.8793401,172549468,,,,POINT (103.8793401 1.3126304)
172549590,1.3125725,103.8789066,172549590,,,,POINT (103.8789066 1.3125725)
172549619,1.3125163,103.8784886,172549619,,,,POINT (103.8784886 1.3125163)
172549635,1.3124454,103.8781279,172549635,,,,POINT (103.8781279 1.3124454)
172549786,1.3119557,103.8762829,172549786,,,,POINT (103.8762829 1.3119557)
172549807,1.3116476,103.8754718,172549807,traffic_signals,,,POINT (103.8754718 1.3116476)
172549834,1.311582,103.8753093,172549834,traffic_signals,,,POINT (103.8753093 1.311582)
172550062,1.3100739,103.8714831,172550062,,,,POINT (103.8714831 1.3100739)
172550214,1.3101034,103.8705901,172550214,,,,POINT (103.8705901 1.3101034)
172550237,1.3100715,103.8693626,172550237,,,,POINT (103.8693626 1.3100715)
175259756,1.315095,103.8922684,175259756,traffic_signals,,,POINT (103.8922684 1.315095)
175259772,1.3150696,103.8921061,175259772,traffic_signals,,,POINT (103.8921061 1.3150696)
175280151,1.3466268,103.8386305,175280151,,,,POINT (103.8386305 1.3466268)
177001728,1.3803008,103.9036105,177001728,traffic_signals,,,POINT (103.9036105 1.3803008)
177001763,1.3792627,103.9036488,177001763,,,,POINT (103.9036488 1.3792627)
177001791,1.3783053,103.9034955,177001791,,,,POINT (103.9034955 1.3783053)
177001813,1.37773,103.9032686,177001813,,,,POINT (103.9032686 1.37773)
177001854,1.3772727,103.9030439,177001854,traffic_signals,,,POINT (103.9030439 1.3772727)
177001864,1.3767437,103.9026657,177001864,,,,POINT (103.9026657 1.3767437)
177001893,1.3761946,103.9021788,177001893,,,,POINT (103.9021788 1.3761946)
177001971,1.3749231,103.9008068,177001971,traffic_signals,,,POINT (103.9008068 1.3749231)
177002063,1.373623,103.8994664,177002063,traffic_signals,,,POINT (103.8994664 1.373623)
177002117,1.3721239,103.8978116,177002117,,,,POINT (103.8978116 1.3721239)
177002125,1.3717087,103.8973492,177002125,,,,POINT (103.8973492 1.3717087)
177002156,1.3713773,103.8969759,177002156,,,,POINT (103.8969759 1.3713773)
177002231,1.3691743,103.8946414,177002231,traffic_signals,,,POINT (103.8946414 1.3691743)
177002278,1.3677648,103.8931888,177002278,,,,POINT (103.8931888 1.3677648)
177002324,1.3668822,103.8923651,177002324,traffic_signals,,,POINT (103.8923651 1.3668822)
177002368,1.3656374,103.8910133,177002368,traffic_signals,,,POINT (103.8910133 1.3656374)
177002391,1.3655549,103.8909255,177002391,traffic_signals,,,POINT (103.8909255 1.3655549)
177002459,1.3627517,103.8880327,177002459,traffic_signals,,,POINT (103.8880327 1.3627517)
177002490,1.3620794,103.8872874,177002490,,,,POINT (103.8872874 1.3620794)
177002509,1.360998,103.8861904,177002509,traffic_signals,,,POINT (103.8861904 1.360998)
177002546,1.3599131,103.8848907,177002546,,,,POINT (103.8848907 1.3599131)
177002581,1.3590684,103.8839973,177002581,,,,POINT (103.8839973 1.3590684)
177002611,1.3581018,103.8830308,177002611,,,,POINT (103.8830308 1.3581018)
177002675,1.3565102,103.8812863,177002675,,,,POINT (103.8812863 1.3565102)
177002697,1.3552675,103.8798564,177002697,,,,POINT (103.8798564 1.3552675)
177003137,1.3804216,103.9035888,177003137,traffic_signals,,,POINT (103.9035888 1.3804216)
203231228,1.3692138,103.95395,203231228,,,,POINT (103.95395 1.3692138)
203231246,1.3719548,103.9474546,203231246,traffic_signals,,,POINT (103.9474546 1.3719548)
203231254,1.374821,103.9410773,203231254,traffic_signals,,,POINT (103.9410773 1.374821)
203231255,1.3779274,103.936934,203231255,traffic_signals,,,POINT (103.936934 1.3779274)
203242148,1.3667254,103.9636914,203242148,,,,POINT (103.9636914 1.3667254)
203245651,1.3750791,103.961254,203245651,traffic_signals,,,POINT (103.961254 1.3750791)
206089408,1.3673283,103.9630956,206089408,,,,POINT (103.9630956 1.3673283)
206089468,1.3483925,103.8377939,206089468,traffic_signals,,,POINT (103.8377939 1.3483925)
206089469,1.3494394,103.8373648,206089469,,,,POINT (103.8373648 1.3494394)
206089470,1.3503498,103.8366285,206089470,,,,POINT (103.8366285 1.3503498)
206089471,1.3505036,103.8364091,206089471,,,,POINT (103.8364091 1.3505036)
206089494,1.3520546,103.8355822,206089494,,,,POINT (103.8355822 1.3520546)
206089495,1.3525612,103.8352385,206089495,traffic_signals,,,POINT (103.8352385 1.3525612)
206089496,1.3535041,103.8342431,206089496,,,,POINT (103.8342431 1.3535041)
206089497,1.3544476,103.83294,206089497,,,,POINT (103.83294 1.3544476)
206089498,1.3549585,103.8321237,206089498,,,,POINT (103.8321237 1.3549585)
206089499,1.3559689,103.830365,206089499,,,,POINT (103.830365 1.3559689)
206089500,1.3570139,103.8293169,206089500,,,,POINT (103.8293169 1.3570139)
206089514,1.3577937,103.828852,206089514,,,,POINT (103.828852 1.3577937)
206089515,1.3586246,103.8288142,206089515,,,,POINT (103.8288142 1.3586246)
206089516,1.3598523,103.8288571,206089516,,,,POINT (103.8288571 1.3598523)
206089517,1.3607688,103.8286028,206089517,,,,POINT (103.8286028 1.3607688)
206089520,1.361683,103.828273,206089520,,,,POINT (103.828273 1.361683)
206089521,1.3634282,103.8281806,206089521,,,,POINT (103.8281806 1.3634282)
206089522,1.3661345,103.8283028,206089522,,,,POINT (103.8283028 1.3661345)
206089579,1.3647295,103.8282037,206089579,,,,POINT (103.8282037 1.3647295)
206089580,1.3679223,103.8284603,206089580,traffic_signals,,,POINT (103.8284603 1.3679223)
206089631,1.375411,103.9560888,206089631,traffic_signals,,,POINT (103.9560888 1.375411)
206089765,1.3657409,103.9665203,206089765,traffic_signals,,,POINT (103.9665203 1.3657409)
206089775,1.3744841,103.9631447,206089775,,,,POINT (103.9631447 1.3744841)
206089776,1.3746864,103.9628514,206089776,,,,POINT (103.9628514 1.3746864)
206089777,1.3749679,103.9619112,206089777,,,,POINT (103.9619112 1.3749679)
206089778,1.3749812,103.9618527,206089778,,,,POINT (103.9618527 1.3749812)
206089779,1.3753682,103.9597104,206089779,,,,POINT (103.9597104 1.3753682)
206089781,1.3754633,103.958729,206089781,,,,POINT (103.958729 1.3754633)
206089782,1.3754727,103.9574946,206089782,,,,POINT (103.9574946 1.3754727)
206089783,1.3748107,103.9511344,206089783,traffic_signals,,,POINT (103.9511344 1.3748107)
206089784,1.3748775,103.9500852,206089784,traffic_signals,,,POINT (103.9500852 1.3748775)
206089785,1.375123,103.9491986,206089785,,,,POINT (103.9491986 1.375123)
206089786,1.3755243,103.9484777,206089786,traffic_signals,,,POINT (103.9484777 1.3755243)
206089788,1.376269,103.9469372,206089788,traffic_signals,,,POINT (103.9469372 1.376269)
206089789,1.3773013,103.9450798,206089789,,,,POINT (103.9450798 1.3773013)
206089790,1.3777822,103.9442561,206089790,,,,POINT (103.9442561 1.3777822)
206089792,1.3800406,103.9412029,206089792,,,,POINT (103.9412029 1.3800406)
206089793,1.3806774,103.9404184,206089793,,,,POINT (103.9404184 1.3806774)
206089794,1.3814341,103.9396177,206089794,traffic_signals,,,POINT (103.9396177 1.3814341)
206089895,1.3821319,103.9389769,206089895,,,,POINT (103.9389769 1.3821319)
206089896,1.3826497,103.9385035,206089896,,,,POINT (103.9385035 1.3826497)
206089899,1.3836702,103.9367475,206089899,,,,POINT (103.9367475 1.3836702)
206089900,1.3836386,103.9365167,206089900,,,,POINT (103.9365167 1.3836386)
206089912,1.3810997,103.9351354,206089912,,,,POINT (103.9351354 1.3810997)
206092289,1.3640832,103.8453185,206092289,,,,POINT (103.8453185 1.3640832)
206092290,1.363518,103.8475252,206092290,,,,POINT (103.8475252 1.363518)
206092291,1.3626974,103.8492623,206092291,,,,POINT (103.8492623 1.3626974)
206092292,1.3617166,103.8505492,206092292,,,,POINT (103.8505492 1.3617166)
206092293,1.3597944,103.8528069,206092293,,,,POINT (103.8528069 1.3597944)
206092294,1.3584302,103.8538163,206092294,traffic_signals,,,POINT (103.8538163 1.3584302)
206093743,1.3571259,103.8544524,206093743,,,,POINT (103.8544524 1.3571259)
206093744,1.3561426,103.8552384,206093744,,,,POINT (103.8552384 1.3561426)
206093745,1.3551105,103.8581142,206093745,,,,POINT (103.8581142 1.3551105)
206098236,1.3689227,103.8472915,206098236,,,,POINT (103.8472915 1.3689227)
206098237,1.369037,103.849639,206098237,traffic_signals,,,POINT (103.849639 1.369037)
206100699,1.3672896,103.8891038,206100699,,,,POINT (103.8891038 1.3672896)
206100700,1.3678643,103.8869014,206100700,traffic_signals,,,POINT (103.8869014 1.3678643)
206100701,1.3678907,103.886789,206100701,traffic_signals,,,POINT (103.886789 1.3678907)
206101419,1.3694845,103.8511927,206101419,,,,POINT (103.8511927 1.3694845)
206101420,1.3698915,103.8528483,206101420,,,,POINT (103.8528483 1.3698915)
206101421,1.3691436,103.8567822,206101421,traffic_signals,,,POINT (103.8567822 1.3691436)
206101424,1.3700724,103.8627817,206101424,,,,POINT (103.8627817 1.3700724)
206101425,1.3704263,103.8638808,206101425,traffic_signals,,,POINT (103.8638808 1.3704263)
206101426,1.3708321,103.8649402,206101426,,,,POINT (103.8649402 1.3708321)
206101427,1.3715536,103.8660716,206101427,,,,POINT (103.8660716 1.3715536)
206101429,1.3719258,103.8687944,206101429,,,,POINT (103.8687944 1.3719258)
206224092,1.3637697,103.8473113,206224092,,,,POINT (103.8473113 1.3637697)
206224098,1.3641093,103.8460755,206224098,,,,POINT (103.8460755 1.3641093)
206224101,1.3561173,103.8555845,206224101,,,,POINT (103.8555845 1.3561173)
206224107,1.3644014,103.8431176,206224107,traffic_signals,,,POINT (103.8431176 1.3644014)
206224115,1.3585074,103.8539489,206224115,traffic_signals,,,POINT (103.8539489 1.3585074)
206224117,1.3569558,103.8547312,206224117,,,,POINT (103.8547312 1.3569558)
206224119,1.3599406,103.8528892,206224119,,,,POINT (103.8528892 1.3599406)
206224126,1.3617526,103.8506942,206224126,,,,POINT (103.8506942 1.3617526)
206225601,1.3627586,103.8493861,206225601,,,,POINT (103.8493861 1.3627586)
206250869,1.3680378,103.8284598,206250869,traffic_signals,,,POINT (103.8284598 1.3680378)
206256075,1.3483331,103.8376695,206256075,traffic_signals,,,POINT (103.8376695 1.3483331)
206256079,1.3577731,103.8287142,206256079,,,,POINT (103.8287142 1.3577731)
206256105,1.3661424,103.8281788,206256105,,,,POINT (103.8281788 1.3661424)
206256114,1.3498604,103.8365534,206256114,,,,POINT (103.8365534 1.3498604)
206256124,1.3587273,103.8286773,206256124,,,,POINT (103.8286773 1.3587273)
206256139,1.3631993,103.8279782,206256139,,,,POINT (103.8279782 1.3631993)
206256143,1.3502238,103.8362302,206256143,,,,POINT (103.8362302 1.3502238)
206256147,1.3679333,103.8283027,206256147,traffic_signals,,,POINT (103.8283027 1.3679333)
206256152,1.3558631,103.8302382,206256152,,,,POINT (103.8302382 1.3558631)
206256158,1.3504445,103.8360808,206256158,,,,POINT (103.8360808 1.3504445)
206256161,1.3547826,103.8320939,206256161,,,,POINT (103.8320939 1.3547826)
206256167,1.3685998,103.8283511,206256167,,,,POINT (103.8283511 1.3685998)
206256170,1.3645546,103.8280642,206256170,,,,POINT (103.8280642 1.3645546)
206256171,1.3569247,103.8291781,206256171,,,,POINT (103.8291781 1.3569247)
206256176,1.3680475,103.8283089,206256176,traffic_signals,,,POINT (103.8283089 1.3680475)
206256177,1.3524555,103.8351193,206256177,traffic_signals,,,POINT (103.8351193 1.3524555)
206256180,1.3518468,103.8355129,206256180,,,,POINT (103.8355129 1.3518468)
206256183,1.3607312,103.82848,206256183,,,,POINT (103.82848 1.3607312)
206256184,1.3482786,103.8378607,206256184,traffic_signals,,,POINT (103.8378607 1.3482786)
213010103,1.378259,103.8287622,213010103,,,,POINT (103.8287622 1.378259)
213010383,1.3804832,103.8321548,213010383,,,,POINT (103.8321548 1.3804832)
213010405,1.3807624,103.8330618,213010405,,,,POINT (103.8330618 1.3807624)
213010433,1.3808655,103.8335112,213010433,,,,POINT (103.8335112 1.3808655)
213010484,1.3813508,103.8347718,213010484,,,,POINT (103.8347718 1.3813508)
213010508,1.3820094,103.8356452,213010508,,,,POINT (103.8356452 1.3820094)
213010527,1.3824774,103.8360936,213010527,,,,POINT (103.8360936 1.3824774)
213010553,1.3833824,103.8366824,213010553,,,,POINT (103.8366824 1.3833824)
213010601,1.3839924,103.8371705,213010601,traffic_signals,,,POINT (103.8371705 1.3839924)
213010628,1.3847271,103.8378954,213010628,,,,POINT (103.8378954 1.3847271)
213010653,1.3852917,103.8384101,213010653,,,,POINT (103.8384101 1.3852917)
213010674,1.385816,103.8389959,213010674,,,,POINT (103.8389959 1.385816)
213010694,1.3861129,103.8393679,213010694,traffic_signals,,,POINT (103.8393679 1.3861129)
213010705,1.3866298,103.8399723,213010705,,,,POINT (103.8399723 1.3866298)
213010734,1.3870728,103.8406021,213010734,,,,POINT (103.8406021 1.3870728)
213010761,1.3873013,103.8409158,213010761,,,,POINT (103.8409158 1.3873013)
213010787,1.3878701,103.8416799,213010787,traffic_signals,,,POINT (103.8416799 1.3878701)
213010911,1.3902889,103.8448856,213010911,traffic_signals,,,POINT (103.8448856 1.3902889)
213010933,1.3910311,103.8458782,213010933,,,,POINT (103.8458782 1.3910311)
213010958,1.3914629,103.8466315,213010958,,,,POINT (103.8466315 1.3914629)
213010980,1.3916915,103.8470875,213010980,,,,POINT (103.8470875 1.3916915)
213011002,1.3919562,103.8477847,213011002,,,,POINT (103.8477847 1.3919562)
213011022,1.3921941,103.8484703,213011022,traffic_signals,,,POINT (103.8484703 1.3921941)
213011062,1.3924137,103.8494578,213011062,,,,POINT (103.8494578 1.3924137)
213011074,1.3924908,103.8501418,213011074,,,,POINT (103.8501418 1.3924908)
213011098,1.3925188,103.8508908,213011098,,,,POINT (103.8508908 1.3925188)
213011113,1.3925059,103.8516615,213011113,,,,POINT (103.8516615 1.3925059)
213011143,1.3923959,103.8525185,213011143,,,,POINT (103.8525185 1.3923959)
213011155,1.3921722,103.853615,213011155,,,,POINT (103.853615 1.3921722)
213011187,1.3920423,103.8543266,213011187,,,,POINT (103.8543266 1.3920423)
213011219,1.3918843,103.8551069,213011219,crossing,,,POINT (103.8551069 1.3918843)
213011240,1.3917608,103.8556874,213011240,,,,POINT (103.8556874 1.3917608)
213011261,1.3916573,103.8561227,213011261,,,,POINT (103.8561227 1.3916573)
213011533,1.3909886,103.8590051,213011533,,,,POINT (103.8590051 1.3909886)
213012250,1.3778685,103.8281779,213012250,traffic_signals,,,POINT (103.8281779 1.3778685)
213030727,1.388633,103.8676241,213030727,,,,POINT (103.8676241 1.388633)
213030857,1.3878014,103.8708754,213030857,traffic_signals,,,POINT (103.8708754 1.3878014)
213030886,1.3876963,103.8714246,213030886,,,,POINT (103.8714246 1.3876963)
213030907,1.3875867,103.871925,213030907,,,,POINT (103.871925 1.3875867)
213030938,1.387423,103.8725835,213030938,,,,POINT (103.8725835 1.387423)
213030966,1.3873203,103.8729816,213030966,,,,POINT (103.8729816 1.3873203)
213031019,1.3867841,103.874063,213031019,,,,POINT (103.874063 1.3867841)
213031039,1.3864748,103.8744577,213031039,,,,POINT (103.8744577 1.3864748)
213031116,1.3856951,103.8753508,213031116,,,,POINT (103.8753508 1.3856951)
213031162,1.3847202,103.8764051,213031162,,,,POINT (103.8764051 1.3847202)
213031192,1.3843858,103.8766164,213031192,,,,POINT (103.8766164 1.3843858)
213031215,1.3839361,103.8768308,213031215,,,,POINT (103.8768308 1.3839361)
213031246,1.3836778,103.8768872,213031246,,,,POINT (103.8768872 1.3836778)
213031287,1.3829517,103.8769711,213031287,traffic_signals,,,POINT (103.8769711 1.3829517)
213031338,1.3814812,103.8768812,213031338,,,,POINT (103.8768812 1.3814812)
213031368,1.3799133,103.8767428,213031368,,,,POINT (103.8767428 1.3799133)
213031457,1.3785333,103.8767544,213031457,,,,POINT (103.8767544 1.3785333)
213031477,1.3778269,103.87685,213031477,,,,POINT (103.87685 1.3778269)
213031511,1.3767407,103.8770274,213031511,,,,POINT (103.8770274 1.3767407)
213031541,1.3763933,103.8770697,213031541,,,,POINT (103.8770697 1.3763933)
213031603,1.373372,103.8769865,213031603,,,,POINT (103.8769865 1.373372)
213031630,1.3715791,103.8767393,213031630,,,,POINT (103.8767393 1.3715791)
213031644,1.3705374,103.8765975,213031644,,,,POINT (103.8765975 1.3705374)
213031812,1.3689804,103.8762811,213031812,,,,POINT (103.8762811 1.3689804)
213031857,1.3678517,103.8759191,213031857,,,,POINT (103.8759191 1.3678517)
213032000,1.3655026,103.8748598,213032000,,,,POINT (103.8748598 1.3655026)
213032093,1.3639661,103.8741313,213032093,,,,POINT (103.8741313 1.3639661)
213032117,1.3637744,103.874024,213032117,traffic_signals,,,POINT (103.874024 1.3637744)
213032153,1.3628832,103.8735234,213032153,,,,POINT (103.8735234 1.3628832)
213032178,1.3626175,103.8734143,213032178,,,,POINT (103.8734143 1.3626175)
213032198,1.3623284,103.873367,213032198,traffic_signals,,,POINT (103.873367 1.3623284)
213032406,1.3593194,103.87401,213032406,,,,POINT (103.87401 1.3593194)
213032440,1.3586187,103.8741787,213032440,,,,POINT (103.8741787 1.3586187)
213032466,1.358399,103.8742052,213032466,traffic_signals,,,POINT (103.8742052 1.358399)
213032483,1.3581678,103.8747482,213032483,,,,POINT (103.8747482 1.3581678)
213032514,1.3578962,103.8748724,213032514,,,,POINT (103.8748724 1.3578962)
213032543,1.3572241,103.875365,213032543,,,,POINT (103.875365 1.3572241)
213032589,1.3564755,103.8758203,213032589,,,,POINT (103.8758203 1.3564755)
213032612,1.3563455,103.875904,213032612,,,,POINT (103.875904 1.3563455)
213032663,1.3546413,103.8771926,213032663,,,,POINT (103.8771926 1.3546413)
