,y,x,osmid,ref,highway,geometry
377648888,1.3905553,103.9066396,377648888,,,POINT (103.9066396 1.3905553)
377648889,1.3913241,103.9060312,377648889,,,POINT (103.9060312 1.3913241)
380600339,1.3865884,103.8927883,380600339,,,POINT (103.8927883 1.3865884)
380600833,1.3867511,103.8928328,380600833,,,POINT (103.8928328 1.3867511)
380601372,1.3867855,103.8932791,380601372,,,POINT (103.8932791 1.3867855)
380601430,1.3866235,103.8932797,380601430,,,POINT (103.8932797 1.3866235)
380601823,1.3864967,103.8920764,380601823,,,POINT (103.8920764 1.3864967)
380602029,1.3866224,103.8921204,380602029,,,POINT (103.8921204 1.3866224)
380602043,1.3864776,103.8918672,380602043,,,POINT (103.8918672 1.3864776)
380602044,1.3865881,103.8917599,380602044,,,POINT (103.8917599 1.3865881)
380602060,1.3865624,103.8925753,380602060,,,POINT (103.8925753 1.3865624)
380602061,1.3866997,103.8925324,380602061,,,POINT (103.8925324 1.3866997)
380602682,1.3866195,103.8930404,380602682,,,POINT (103.8930404 1.3866195)
380602705,1.3867769,103.8930388,380602705,,,POINT (103.8930388 1.3867769)
391191085,1.386648,103.8941411,391191085,,,POINT (103.8941411 1.386648)
391191086,1.3865708,103.8944587,391191086,,,POINT (103.8944587 1.3865708)
391191087,1.3864764,103.8947419,391191087,,,POINT (103.8947419 1.3864764)
391191101,1.3864327,103.8944501,391191101,,,POINT (103.8944501 1.3864327)
391191102,1.3865032,103.8941524,391191102,,,POINT (103.8941524 1.3865032)
391191105,1.386337,103.8947352,391191105,,,POINT (103.8947352 1.386337)
391191302,1.3857641,103.8958556,391191302,,traffic_signals,POINT (103.8958556 1.3857641)
391191416,1.3861589,103.8953427,391191416,,,POINT (103.8953427 1.3861589)
391191417,1.3859444,103.8956431,391191417,,,POINT (103.8956431 1.3859444)
391191418,1.3858787,103.8955186,391191418,,,POINT (103.8955186 1.3858787)
391191419,1.3859476,103.8954267,391191419,,,POINT (103.8954267 1.3859476)
391191420,1.3860528,103.8952728,391191420,,,POINT (103.8952728 1.3860528)
391191428,1.3860388,103.895523,391191428,,,POINT (103.895523 1.3860388)
395048534,1.4073682,103.9053812,395048534,,traffic_signals,POINT (103.9053812 1.4073682)
395048535,1.4059892,103.9077163,395048535,,traffic_signals,POINT (103.9077163 1.4059892)
395048536,1.4036731,103.9109694,395048536,,traffic_signals,POINT (103.9109694 1.4036731)
395048575,1.4036067,103.9110425,395048575,,traffic_signals,POINT (103.9110425 1.4036067)
395048584,1.4008685,103.9148496,395048584,,traffic_signals,POINT (103.9148496 1.4008685)
395048587,1.3980268,103.9185566,395048587,,traffic_signals,POINT (103.9185566 1.3980268)
395048588,1.397943,103.9186803,395048588,,traffic_signals,POINT (103.9186803 1.397943)
395048589,1.3981913,103.9182945,395048589,,,POINT (103.9182945 1.3981913)
395048591,1.4079103,103.9040203,395048591,,,POINT (103.9040203 1.4079103)
395048592,1.3982035,103.9185011,395048592,,,POINT (103.9185011 1.3982035)
395048597,1.3903894,103.9130978,395048597,,,POINT (103.9130978 1.3903894)
395048610,1.3880195,103.9104154,395048610,,,POINT (103.9104154 1.3880195)
395048611,1.3881451,103.9103437,395048611,,,POINT (103.9103437 1.3881451)
410472410,1.3903082,103.9016302,410472410,,,POINT (103.9016302 1.3903082)
411102660,1.3931923,103.9133432,411102660,,,POINT (103.9133432 1.3931923)
411102666,1.392289,103.914456,411102666,,traffic_signals,POINT (103.914456 1.392289)
411102673,1.3921945,103.9145753,411102673,,traffic_signals,POINT (103.9145753 1.3921945)
411102674,1.4064768,103.8986131,411102674,,,POINT (103.8986131 1.4064768)
411102675,1.4064728,103.8991574,411102675,,,POINT (103.8991574 1.4064728)
411102676,1.4064342,103.899942,411102676,,,POINT (103.899942 1.4064342)
411102677,1.4044809,103.9038275,411102677,,traffic_signals,POINT (103.9038275 1.4044809)
411102684,1.398153,103.913025,411102684,,traffic_signals,POINT (103.913025 1.398153)
411102804,1.3997825,103.9014659,411102804,,,POINT (103.9014659 1.3997825)
411102808,1.400074,103.9013485,411102808,,,POINT (103.9013485 1.400074)
411679955,1.407324,103.9054709,411679955,,traffic_signals,POINT (103.9054709 1.407324)
411679956,1.4059216,103.9078136,411679956,,traffic_signals,POINT (103.9078136 1.4059216)
411679957,1.4008083,103.9149326,411679957,,traffic_signals,POINT (103.9149326 1.4008083)
411679959,1.4032948,103.8966903,411679959,,traffic_signals,POINT (103.8966903 1.4032948)
411679973,1.4032637,103.8968612,411679973,,traffic_signals,POINT (103.8968612 1.4032637)
411679974,1.3983383,103.9072954,411679974,,traffic_signals,POINT (103.9072954 1.3983383)
411679976,1.3952544,103.9108511,411679976,,traffic_signals,POINT (103.9108511 1.3952544)
411679980,1.3980309,103.9129379,411679980,,traffic_signals,POINT (103.9129379 1.3980309)
411679981,1.4043804,103.9037633,411679981,,traffic_signals,POINT (103.9037633 1.4043804)
411679982,1.4006718,103.9148335,411679982,,traffic_signals,POINT (103.9148335 1.4006718)
411679983,1.4057705,103.9077311,411679983,,traffic_signals,POINT (103.9077311 1.4057705)
411679984,1.4071957,103.905411,411679984,,traffic_signals,POINT (103.905411 1.4071957)
411679985,1.3982345,103.9071445,411679985,,traffic_signals,POINT (103.9071445 1.3982345)
411679986,1.3983908,103.9072434,411679986,,traffic_signals,POINT (103.9072434 1.3983908)
411679987,1.4047394,103.9071795,411679987,,,POINT (103.9071795 1.4047394)
411679988,1.3999848,103.9051577,411679988,,traffic_signals,POINT (103.9051577 1.3999848)
411679989,1.3998178,103.9050898,411679989,,traffic_signals,POINT (103.9050898 1.3998178)
411679990,1.4000698,103.9050242,411679990,,traffic_signals,POINT (103.9050242 1.4000698)
411683825,1.3951851,103.9109343,411683825,,traffic_signals,POINT (103.9109343 1.3951851)
411683826,1.3953097,103.9110416,411683826,,traffic_signals,POINT (103.9110416 1.3953097)
411684132,1.4013861,103.9020482,411684132,,traffic_signals,POINT (103.9020482 1.4013861)
411684133,1.4015093,103.902118,411684133,,traffic_signals,POINT (103.902118 1.4015093)
411684210,1.4014232,103.9019601,411684210,,traffic_signals,POINT (103.9019601 1.4014232)
411684211,1.4015578,103.9020308,411684211,,traffic_signals,POINT (103.9020308 1.4015578)
411685204,1.4025052,103.8993799,411685204,,traffic_signals,POINT (103.8993799 1.4025052)
411686460,1.3984592,103.917923,411686460,,,POINT (103.917923 1.3984592)
411687474,1.3968816,103.9061907,411687474,,,POINT (103.9061907 1.3968816)
411687475,1.3966966,103.9062823,411687475,,,POINT (103.9062823 1.3966966)
411687476,1.3966546,103.9061957,411687476,,,POINT (103.9061957 1.3966546)
411687477,1.3967047,103.9061025,411687477,,,POINT (103.9061025 1.3967047)
411687478,1.3967752,103.9060843,411687478,,,POINT (103.9060843 1.3967752)
411687479,1.3968411,103.9061225,411687479,,,POINT (103.9061225 1.3968411)
411687732,1.3989958,103.9023824,411687732,,,POINT (103.9023824 1.3989958)
411687733,1.3991535,103.9023451,411687733,,,POINT (103.9023451 1.3991535)
482728294,1.3874348,103.8917311,482728294,,,POINT (103.8917311 1.3874348)
482728295,1.3890772,103.8934381,482728295,,,POINT (103.8934381 1.3890772)
565499219,1.3909388,103.926583,565499219,,,POINT (103.926583 1.3909388)
1166755149,1.3940278,103.907078,1166755149,,,POINT (103.907078 1.3940278)
1166755156,1.3953896,103.9055907,1166755156,,,POINT (103.9055907 1.3953896)
1166755160,1.3953875,103.9053972,1166755160,,,POINT (103.9053972 1.3953875)
1166755166,1.3953595,103.9059416,1166755166,,,POINT (103.9059416 1.3953595)
1166755173,1.3951853,103.9060462,1166755173,,,POINT (103.9060462 1.3951853)
1166755175,1.396227,103.9047401,1166755175,,,POINT (103.9047401 1.396227)
1166755176,1.3960907,103.9046574,1166755176,,,POINT (103.9046574 1.3960907)
1166755184,1.3970147,103.9032182,1166755184,,,POINT (103.9032182 1.3970147)
1166755186,1.3982539,103.9009105,1166755186,,,POINT (103.9009105 1.3982539)
1166755211,1.400061,103.8948464,1166755211,,,POINT (103.8948464 1.400061)
1167537187,1.4012468,103.8964918,1167537187,,,POINT (103.8964918 1.4012468)
1167544109,1.4062542,103.9006034,1167544109,,,POINT (103.9006034 1.4062542)
1167544111,1.4062675,103.9007027,1167544111,,,POINT (103.9007027 1.4062675)
1167544112,1.4063031,103.9007976,1167544112,,,POINT (103.9007976 1.4063031)
1167544114,1.4063531,103.9008773,1167544114,,,POINT (103.9008773 1.4063531)
1167544116,1.4064235,103.9009379,1167544116,,,POINT (103.9009379 1.4064235)
1167544132,1.4069211,103.9011445,1167544132,,,POINT (103.9011445 1.4069211)
1167544136,1.4091749,103.9021503,1167544136,,traffic_signals,POINT (103.9021503 1.4091749)
1167544138,1.410239,103.9026218,1167544138,,,POINT (103.9026218 1.410239)
1167567948,1.4060895,103.9009545,1167567948,,traffic_signals,POINT (103.9009545 1.4060895)
1167567951,1.4092217,103.9022787,1167567951,,traffic_signals,POINT (103.9022787 1.4092217)
1167567954,1.4091209,103.9022329,1167567954,,traffic_signals,POINT (103.9022329 1.4091209)
1167567959,1.4065003,103.9010845,1167567959,,,POINT (103.9010845 1.4065003)
1167567964,1.4062491,103.9001287,1167567964,,,POINT (103.9001287 1.4062491)
1167567965,1.406301,103.8999113,1167567965,,,POINT (103.8999113 1.406301)
1167567981,1.4062457,103.9010709,1167567981,,,POINT (103.9010709 1.4062457)
1167567982,1.4060871,103.9010983,1167567982,,,POINT (103.9010983 1.4060871)
1167567983,1.4059966,103.9011352,1167567983,,,POINT (103.9011352 1.4059966)
1167567993,1.4108128,103.8996971,1167567993,,traffic_signals,POINT (103.8996971 1.4108128)
1167567994,1.4105349,103.9001992,1167567994,,,POINT (103.9001992 1.4105349)
1167568000,1.4104553,103.9001284,1167568000,,,POINT (103.9001284 1.4104553)
1167568001,1.4107265,103.8996556,1167568001,,traffic_signals,POINT (103.8996556 1.4107265)
1167575152,1.4032213,103.9059194,1167575152,,,POINT (103.9059194 1.4032213)
1167575164,1.403212,103.9061013,1167575164,,,POINT (103.9061013 1.403212)
1167575165,1.4032183,103.9061821,1167575165,,,POINT (103.9061821 1.4032183)
1167575166,1.4032447,103.9062553,1167575166,,,POINT (103.9062553 1.4032447)
1167575167,1.4032763,103.9062952,1167575167,,,POINT (103.9062952 1.4032763)
1167575168,1.4033136,103.9063394,1167575168,,,POINT (103.9063394 1.4033136)
1167575172,1.4033855,103.9064076,1167575172,,,POINT (103.9064076 1.4033855)
1167581612,1.4074574,103.9086715,1167581612,,,POINT (103.9086715 1.4074574)
1167581624,1.407882,103.9087608,1167581624,,,POINT (103.9087608 1.407882)
1167584057,1.4168168,103.9068685,1167584057,,,POINT (103.9068685 1.4168168)
1167584086,1.4175414,103.9046235,1167584086,,,POINT (103.9046235 1.4175414)
1167584091,1.4166767,103.9028838,1167584091,,,POINT (103.9028838 1.4166767)
1167584093,1.4164228,103.9025359,1167584093,,,POINT (103.9025359 1.4164228)
1167584095,1.4162016,103.9023164,1167584095,,,POINT (103.9023164 1.4162016)
1167584100,1.4160006,103.9021283,1167584100,,,POINT (103.9021283 1.4160006)
1378200024,1.390979,103.9117152,1378200024,,,POINT (103.9117152 1.390979)
1476355618,1.3938711,103.8986182,1476355618,,,POINT (103.8986182 1.3938711)
1538375249,1.4117848,103.8918026,1538375249,,,POINT (103.8918026 1.4117848)
1712346000,1.3883219,103.9019267,1712346000,,,POINT (103.9019267 1.3883219)
1712346001,1.3894332,103.9018968,1712346001,,,POINT (103.9018968 1.3894332)
1712383804,1.4094777,103.9057868,1712383804,,,POINT (103.9057868 1.4094777)
1736627853,1.3887041,103.9113907,1736627853,,,POINT (103.9113907 1.3887041)
1736627854,1.3888118,103.9113047,1736627854,,,POINT (103.9113047 1.3888118)
1736627855,1.3890497,103.9118163,1736627855,,,POINT (103.9118163 1.3890497)
1736627856,1.3891565,103.9117312,1736627856,,,POINT (103.9117312 1.3891565)
1736627857,1.3893917,103.9122453,1736627857,,,POINT (103.9122453 1.3893917)
1736627858,1.3894916,103.9121619,1736627858,,,POINT (103.9121619 1.3894916)
1736627859,1.3900244,103.9129548,1736627859,,,POINT (103.9129548 1.3900244)
1736627860,1.3901358,103.9128689,1736627860,,,POINT (103.9128689 1.3901358)
1736652601,1.4128778,103.9009553,1736652601,,traffic_signals,POINT (103.9009553 1.4128778)
1736652633,1.4186744,103.8927969,1736652633,,,POINT (103.8927969 1.4186744)
1736652636,1.4191019,103.8924797,1736652636,,,POINT (103.8924797 1.4191019)
1736652637,1.4191556,103.8926159,1736652637,,,POINT (103.8926159 1.4191556)
1736652638,1.4196881,103.8923522,1736652638,,,POINT (103.8923522 1.4196881)
1736766894,1.4188563,103.892798,1736766894,,,POINT (103.892798 1.4188563)
1736766907,1.4190306,103.8928758,1736766907,,,POINT (103.8928758 1.4190306)
1736766915,1.4193473,103.8926585,1736766915,,,POINT (103.8926585 1.4193473)
1736766917,1.4192881,103.8927819,1736766917,,,POINT (103.8927819 1.4192881)
1736766926,1.4189859,103.892541,1736766926,,,POINT (103.892541 1.4189859)
1736766942,1.4192076,103.8930582,1736766942,,,POINT (103.8930582 1.4192076)
1736766945,1.4192787,103.8929146,1736766945,,,POINT (103.8929146 1.4192787)
1748976535,1.4189516,103.8928277,1748976535,,,POINT (103.8928277 1.4189516)
1748976538,1.4190412,103.8926721,1748976538,,,POINT (103.8926721 1.4190412)
1748976544,1.4194056,103.8925907,1748976544,,,POINT (103.8925907 1.4194056)
1748996424,1.4061252,103.9005046,1748996424,,,POINT (103.9005046 1.4061252)
1748996425,1.4061527,103.9010807,1748996425,,,POINT (103.9010807 1.4061527)
1748996427,1.4086023,103.9060041,1748996427,,,POINT (103.9060041 1.4086023)
1748996428,1.4085382,103.9058521,1748996428,,,POINT (103.9058521 1.4085382)
1748996429,1.4087441,103.906037,1748996429,,,POINT (103.906037 1.4087441)
1748996430,1.4088779,103.9060564,1748996430,,,POINT (103.9060564 1.4088779)
1748996431,1.4088916,103.9059292,1748996431,,,POINT (103.9059292 1.4088916)
1748996432,1.4090232,103.9059331,1748996432,,,POINT (103.9059331 1.4090232)
1748996433,1.409042,103.9060528,1748996433,,,POINT (103.9060528 1.409042)
1748996434,1.4091929,103.9060257,1748996434,,,POINT (103.9060257 1.4091929)
1748996435,1.4092753,103.9021933,1748996435,,traffic_signals,POINT (103.9021933 1.4092753)
1748996436,1.4092981,103.9058695,1748996436,,,POINT (103.9058695 1.4092981)
1748996438,1.4094967,103.9059167,1748996438,,,POINT (103.9059167 1.4094967)
1748996439,1.4095841,103.9057138,1748996439,,,POINT (103.9057138 1.4095841)
1748996440,1.4096187,103.9058396,1748996440,,,POINT (103.9058396 1.4096187)
1748996441,1.4096706,103.9056282,1748996441,,,POINT (103.9056282 1.4096706)
1748996442,1.4097388,103.9057463,1748996442,,,POINT (103.9057463 1.4097388)
1748996443,1.4098654,103.9055915,1748996443,,,POINT (103.9055915 1.4098654)
1748996444,1.4101889,103.9027186,1748996444,,,POINT (103.9027186 1.4101889)
1748996445,1.4103302,103.9028108,1748996445,,,POINT (103.9028108 1.4103302)
1748996446,1.4103897,103.9027275,1748996446,,,POINT (103.9027275 1.4103897)
1748996447,1.4104387,103.9029164,1748996447,,,POINT (103.9029164 1.4104387)
1748996448,1.4105041,103.9041359,1748996448,,,POINT (103.9041359 1.4105041)
1748996449,1.410519,103.9030249,1748996449,,,POINT (103.9030249 1.410519)
1748996450,1.4105235,103.9028569,1748996450,,,POINT (103.9028569 1.4105235)
1748996452,1.410574,103.9039857,1748996452,,,POINT (103.9039857 1.410574)
1748996453,1.4106151,103.9041624,1748996453,,,POINT (103.9041624 1.4106151)
1748996454,1.4106082,103.9029773,1748996454,,,POINT (103.9029773 1.4106082)
1748996455,1.410626,103.9032569,1748996455,,,POINT (103.9032569 1.410626)
1748996456,1.410626,103.9038295,1748996456,,,POINT (103.9038295 1.410626)
1748996457,1.4106317,103.8998302,1748996457,,traffic_signals,POINT (103.8998302 1.4106317)
1748996458,1.4106573,103.903709,1748996458,,,POINT (103.903709 1.4106573)
1748996459,1.4106617,103.9034161,1748996459,,,POINT (103.9034161 1.4106617)
1748996460,1.4106736,103.9035603,1748996460,,,POINT (103.9035603 1.4106736)
1748996462,1.4106781,103.9040213,1748996462,,,POINT (103.9040213 1.4106781)
1748996463,1.4107271,103.9032197,1748996463,,,POINT (103.9032197 1.4107271)
1748996464,1.4107316,103.9038563,1748996464,,,POINT (103.9038563 1.4107316)
1748996465,1.4107658,103.903715,1748996465,,,POINT (103.903715 1.4107658)
1748996466,1.4107688,103.9033893,1748996466,,,POINT (103.9033893 1.4107688)
1748996467,1.4107161,103.8998795,1748996467,,traffic_signals,POINT (103.8998795 1.4107161)
1748996468,1.4107807,103.9035544,1748996468,,,POINT (103.9035544 1.4107807)
1748996470,1.4119832,103.9005252,1748996470,,,POINT (103.9005252 1.4119832)
1748996472,1.4125701,103.9008195,1748996472,,,POINT (103.9008195 1.4125701)
1748996477,1.4128414,103.9007798,1748996477,,traffic_signals,POINT (103.9007798 1.4128414)
1749002694,1.4157358,103.9051482,1749002694,,,POINT (103.9051482 1.4157358)
1749002699,1.4159952,103.9058255,1749002699,,,POINT (103.9058255 1.4159952)
1749002704,1.4152833,103.9015662,1749002704,,,POINT (103.9015662 1.4152833)
1749002706,1.4154877,103.9017027,1749002706,,,POINT (103.9017027 1.4154877)
1754681453,1.4136977,103.8990951,1754681453,,crossing,POINT (103.8990951 1.4136977)
1779682125,1.4137873,103.8991375,1779682125,,crossing,POINT (103.8991375 1.4137873)
1779685868,1.4090282,103.8990115,1779685868,,,POINT (103.8990115 1.4090282)
1779685873,1.4091501,103.8987924,1779685873,,,POINT (103.8987924 1.4091501)
1779685875,1.4093122,103.8991677,1779685875,,,POINT (103.8991677 1.4093122)
1779685879,1.4093947,103.8989231,1779685879,,,POINT (103.8989231 1.4093947)
1779685883,1.4152475,103.9015437,1779685883,,,POINT (103.9015437 1.4152475)
1779686980,1.4074408,103.9014808,1779686980,,,POINT (103.9014808 1.4074408)
1779686982,1.4075073,103.9013813,1779686982,,,POINT (103.9013813 1.4075073)
1779686984,1.4081662,103.9018008,1779686984,,,POINT (103.9018008 1.4081662)
